"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"Geography","Geographic Area Name","Estimate!!Households!!Total","Margin of Error!!Households!!Total","Estimate!!Households!!Total!!Less than $10,000","Margin of Error!!Households!!Total!!Less than $10,000","Estimate!!Households!!Total!!$10,000 to $14,999","Margin of Error!!Households!!Total!!$10,000 to $14,999","Estimate!!Households!!Total!!$15,000 to $24,999","Margin of Error!!Households!!Total!!$15,000 to $24,999","Estimate!!Households!!Total!!$25,000 to $34,999","Margin of Error!!Households!!Total!!$25,000 to $34,999","Estimate!!Households!!Total!!$35,000 to $49,999","Margin of Error!!Households!!Total!!$35,000 to $49,999","Estimate!!Households!!Total!!$50,000 to $74,999","Margin of Error!!Households!!Total!!$50,000 to $74,999","Estimate!!Households!!Total!!$75,000 to $99,999","Margin of Error!!Households!!Total!!$75,000 to $99,999","Estimate!!Households!!Total!!$100,000 to $149,999","Margin of Error!!Households!!Total!!$100,000 to $149,999","Estimate!!Households!!Total!!$150,000 to $199,999","Margin of Error!!Households!!Total!!$150,000 to $199,999","Estimate!!Households!!Total!!$200,000 or more","Margin of Error!!Households!!Total!!$200,000 or more","Estimate!!Households!!Median income (dollars)","Margin of Error!!Households!!Median income (dollars)","Estimate!!Households!!Mean income (dollars)","Margin of Error!!Households!!Mean income (dollars)","Estimate!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Families!!Total","Margin of Error!!Families!!Total","Estimate!!Families!!Total!!Less than $10,000","Margin of Error!!Families!!Total!!Less than $10,000","Estimate!!Families!!Total!!$10,000 to $14,999","Margin of Error!!Families!!Total!!$10,000 to $14,999","Estimate!!Families!!Total!!$15,000 to $24,999","Margin of Error!!Families!!Total!!$15,000 to $24,999","Estimate!!Families!!Total!!$25,000 to $34,999","Margin of Error!!Families!!Total!!$25,000 to $34,999","Estimate!!Families!!Total!!$35,000 to $49,999","Margin of Error!!Families!!Total!!$35,000 to $49,999","Estimate!!Families!!Total!!$50,000 to $74,999","Margin of Error!!Families!!Total!!$50,000 to $74,999","Estimate!!Families!!Total!!$75,000 to $99,999","Margin of Error!!Families!!Total!!$75,000 to $99,999","Estimate!!Families!!Total!!$100,000 to $149,999","Margin of Error!!Families!!Total!!$100,000 to $149,999","Estimate!!Families!!Total!!$150,000 to $199,999","Margin of Error!!Families!!Total!!$150,000 to $199,999","Estimate!!Families!!Total!!$200,000 or more","Margin of Error!!Families!!Total!!$200,000 or more","Estimate!!Families!!Median income (dollars)","Margin of Error!!Families!!Median income (dollars)","Estimate!!Families!!Mean income (dollars)","Margin of Error!!Families!!Mean income (dollars)","Estimate!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Married-couple families!!Total","Margin of Error!!Married-couple families!!Total","Estimate!!Married-couple families!!Total!!Less than $10,000","Margin of Error!!Married-couple families!!Total!!Less than $10,000","Estimate!!Married-couple families!!Total!!$10,000 to $14,999","Margin of Error!!Married-couple families!!Total!!$10,000 to $14,999","Estimate!!Married-couple families!!Total!!$15,000 to $24,999","Margin of Error!!Married-couple families!!Total!!$15,000 to $24,999","Estimate!!Married-couple families!!Total!!$25,000 to $34,999","Margin of Error!!Married-couple families!!Total!!$25,000 to $34,999","Estimate!!Married-couple families!!Total!!$35,000 to $49,999","Margin of Error!!Married-couple families!!Total!!$35,000 to $49,999","Estimate!!Married-couple families!!Total!!$50,000 to $74,999","Margin of Error!!Married-couple families!!Total!!$50,000 to $74,999","Estimate!!Married-couple families!!Total!!$75,000 to $99,999","Margin of Error!!Married-couple families!!Total!!$75,000 to $99,999","Estimate!!Married-couple families!!Total!!$100,000 to $149,999","Margin of Error!!Married-couple families!!Total!!$100,000 to $149,999","Estimate!!Married-couple families!!Total!!$150,000 to $199,999","Margin of Error!!Married-couple families!!Total!!$150,000 to $199,999","Estimate!!Married-couple families!!Total!!$200,000 or more","Margin of Error!!Married-couple families!!Total!!$200,000 or more","Estimate!!Married-couple families!!Median income (dollars)","Margin of Error!!Married-couple families!!Median income (dollars)","Estimate!!Married-couple families!!Mean income (dollars)","Margin of Error!!Married-couple families!!Mean income (dollars)","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Nonfamily households!!Total","Margin of Error!!Nonfamily households!!Total","Estimate!!Nonfamily households!!Total!!Less than $10,000","Margin of Error!!Nonfamily households!!Total!!Less than $10,000","Estimate!!Nonfamily households!!Total!!$10,000 to $14,999","Margin of Error!!Nonfamily households!!Total!!$10,000 to $14,999","Estimate!!Nonfamily households!!Total!!$15,000 to $24,999","Margin of Error!!Nonfamily households!!Total!!$15,000 to $24,999","Estimate!!Nonfamily households!!Total!!$25,000 to $34,999","Margin of Error!!Nonfamily households!!Total!!$25,000 to $34,999","Estimate!!Nonfamily households!!Total!!$35,000 to $49,999","Margin of Error!!Nonfamily households!!Total!!$35,000 to $49,999","Estimate!!Nonfamily households!!Total!!$50,000 to $74,999","Margin of Error!!Nonfamily households!!Total!!$50,000 to $74,999","Estimate!!Nonfamily households!!Total!!$75,000 to $99,999","Margin of Error!!Nonfamily households!!Total!!$75,000 to $99,999","Estimate!!Nonfamily households!!Total!!$100,000 to $149,999","Margin of Error!!Nonfamily households!!Total!!$100,000 to $149,999","Estimate!!Nonfamily households!!Total!!$150,000 to $199,999","Margin of Error!!Nonfamily households!!Total!!$150,000 to $199,999","Estimate!!Nonfamily households!!Total!!$200,000 or more","Margin of Error!!Nonfamily households!!Total!!$200,000 or more","Estimate!!Nonfamily households!!Median income (dollars)","Margin of Error!!Nonfamily households!!Median income (dollars)","Estimate!!Nonfamily households!!Mean income (dollars)","Margin of Error!!Nonfamily households!!Mean income (dollars)","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months",
"1400000US51520020201","Census Tract 202.01; Bristol city; Virginia","1150","235","22.5","11.1","19.7","11.2","12.6","8.0","10.7","9.0","14.4","11.9","2.2","2.2","6.1","7.6","10.5","9.7","0.0","3.4","1.2","2.1","22586","16468","38382","15211","60.8","(X)","(X)","(X)","(X)","(X)","535","207","24.3","16.7","8.4","13.0","3.9","5.7","21.3","17.6","4.5","6.2","2.6","3.2","12.3","13.9","22.6","18.6","0.0","7.2","0.0","7.2","33199","12966","54983","26478","(X)","(X)","66.2","(X)","(X)","(X)","171","116","2.9","6.2","26.3","36.5","4.1","7.2","1.8","3.9","0.0","20.7","4.7","8.4","38.6","36.6","21.6","25.6","0.0","20.7","0.0","20.7","80663","68419","N","N","(X)","(X)","(X)","(X)","(X)","(X)","615","206","22.8","14.4","29.6","16.8","20.2","14.9","1.5","2.7","23.7","20.4","0.0","6.3","0.0","6.3","0.0","6.3","0.0","6.3","2.3","3.9","14558","4471","22751","8480","(X)","(X)","(X)","(X)","56.1","(X)",
"1400000US51520020202","Census Tract 202.02; Bristol city; Virginia","1367","231","3.8","3.5","3.0","3.1","9.0","7.0","4.0","3.7","23.8","12.7","4.5","3.9","6.4","6.0","13.8","7.5","20.2","12.7","11.5","6.2","76181","51949","116893","28634","42.7","(X)","(X)","(X)","(X)","(X)","818","207","1.1","2.1","0.0","4.8","2.8","4.9","3.9","4.7","7.1","6.5","3.8","4.1","9.0","9.0","21.4","12.4","33.7","19.0","17.1","9.6","150461","25749","163646","40023","(X)","(X)","34.5","(X)","(X)","(X)","734","215","0.0","5.3","0.0","5.3","3.1","5.5","2.2","3.5","3.3","4.8","4.2","4.5","8.2","10.0","23.8","14.2","37.6","20.4","17.6","10.6","152500","16739","N","N","(X)","(X)","(X)","(X)","(X)","(X)","549","163","7.8","7.6","7.5","7.6","18.2","16.7","4.2","6.1","48.6","23.8","5.6","7.3","2.6","5.0","2.4","4.1","0.0","7.0","3.1","5.1","38750","12676","47233","17533","(X)","(X)","(X)","(X)","55.0","(X)",
"1400000US51520020300","Census Tract 203; Bristol city; Virginia","1010","167","4.5","3.2","5.7","4.4","21.2","7.4","35.1","11.4","4.4","3.3","11.5","6.8","11.5","6.6","5.1","4.3","0.0","3.9","1.0","1.5","27600","5942","41476","6454","37.4","(X)","(X)","(X)","(X)","(X)","543","125","5.2","4.6","4.4","5.0","12.3","8.3","22.3","16.6","4.6","5.4","21.4","12.7","21.5","11.0","8.3","7.5","0.0","7.1","0.0","7.1","50290","26552","51977","9391","(X)","(X)","51.2","(X)","(X)","(X)","224","76","4.0","7.5","10.7","13.0","11.2","14.0","3.1","7.9","11.2","13.1","31.7","19.3","18.8","16.6","9.4","9.9","0.0","16.3","0.0","16.3","55313","14245","N","N","(X)","(X)","(X)","(X)","(X)","(X)","467","165","3.6","4.7","7.3","7.4","34.3","12.3","47.3","14.1","4.1","5.3","0.0","8.2","1.3","2.2","0.0","8.2","0.0","8.2","2.1","3.4","25429","3591","28098","7026","(X)","(X)","(X)","(X)","21.4","(X)",
"1400000US51520020400","Census Tract 204; Bristol city; Virginia","2392","243","0.7","1.1","2.0","1.8","5.4","2.9","6.1","3.5","20.4","8.5","26.8","9.2","17.7","6.7","16.3","6.2","3.2","2.3","1.4","1.6","62500","12536","72504","6847","40.6","(X)","(X)","(X)","(X)","(X)","1463","245","0.0","2.7","0.0","2.7","1.2","2.0","14.8","11.3","14.1","9.3","26.8","9.8","12.2","6.7","25.4","10.1","3.1","3.2","2.3","2.6","73111","8199","79850","10715","(X)","(X)","32.6","(X)","(X)","(X)","1032","201","0.0","3.8","0.0","3.8","0.0","3.8","7.7","6.5","10.1","6.9","25.3","12.4","15.8","8.2","33.4","12.5","4.5","4.5","3.3","3.7","88705","21727","N","N","(X)","(X)","(X)","(X)","(X)","(X)","929","200","1.7","2.7","5.1","4.8","11.9","6.7","7.3","5.2","30.1","12.9","12.2","9.6","26.3","12.7","2.0","3.4","3.3","3.6","0.0","4.2","43835","10421","56959","9261","(X)","(X)","(X)","(X)","40.4","(X)",
"1400000US51530930601","Census Tract 9306.01; Buena Vista city; Virginia","1495","207","4.1","3.3","2.7","2.3","11.0","6.5","18.5","9.0","11.3","6.9","22.7","9.1","12.0","5.4","13.2","7.9","0.0","2.6","4.3","4.4","54207","11151","100031","48036","40.0","(X)","(X)","(X)","(X)","(X)","1086","188","0.4","0.7","1.8","2.4","9.9","8.0","21.0","11.2","6.5","6.5","31.6","12.4","13.5","6.9","11.6","9.2","0.0","3.6","3.6","5.1","56364","4382","71692","19950","(X)","(X)","39.3","(X)","(X)","(X)","618","178","0.6","1.3","0.8","1.8","6.6","7.4","20.9","16.2","11.5","11.0","27.3","14.4","14.6","10.0","11.3","9.2","0.0","6.3","6.3","9.0","56094","10314","N","N","(X)","(X)","(X)","(X)","(X)","(X)","409","135","13.9","12.3","8.8","8.2","13.9","11.4","11.7","12.4","20.3","15.1","4.4","5.9","2.9","5.0","17.6","18.4","0.0","9.3","6.4","8.0","45956","42434","172972","156147","(X)","(X)","(X)","(X)","41.8","(X)",
"1400000US51530930602","Census Tract 9306.02; Buena Vista city; Virginia","1160","197","7.1","5.2","5.3","4.9","17.8","10.6","7.0","5.6","27.2","15.8","12.2","8.2","11.1","7.9","6.9","5.2","1.7","2.9","3.7","3.9","47946","12426","56574","11630","52.8","(X)","(X)","(X)","(X)","(X)","795","190","4.2","6.1","2.1","2.9","8.2","9.5","2.4","3.6","34.1","21.0","16.2","12.1","16.2","11.7","10.1","8.1","2.5","4.2","4.0","5.0","49894","15585","67225","13673","(X)","(X)","56.6","(X)","(X)","(X)","574","213","0.0","6.7","0.0","6.7","8.7","12.8","3.3","5.1","47.2","25.1","4.5","6.0","13.2","13.9","13.9","11.9","3.5","6.1","5.6","7.3","49251","25852","N","N","(X)","(X)","(X)","(X)","(X)","(X)","365","105","13.4","12.0","12.1","15.0","38.9","24.2","17.0","13.1","12.1","10.8","3.6","6.7","0.0","10.4","0.0","10.4","0.0","10.4","3.0","5.5","19830","4708","31431","17740","(X)","(X)","(X)","(X)","44.7","(X)",
"1400000US51540000201","Census Tract 2.01; Charlottesville city; Virginia","1326","193","12.1","6.6","2.5","2.4","6.5","5.2","7.3","6.4","10.7","6.2","20.0","9.3","7.0","4.6","13.0","6.2","10.5","6.7","10.4","6.7","57071","23831","90217","18915","35.9","(X)","(X)","(X)","(X)","(X)","611","183","11.1","10.1","0.0","6.3","9.3","12.6","0.0","6.3","7.2","8.4","14.4","11.0","9.0","9.7","16.9","8.4","19.3","13.5","12.8","6.1","92083","36327","111139","27346","(X)","(X)","32.6","(X)","(X)","(X)","414","133","3.6","5.3","0.0","9.2","0.0","9.2","0.0","9.2","2.9","4.7","15.0","11.2","11.1","11.8","24.9","12.5","26.6","17.4","15.9","8.4","132500","47566","N","N","(X)","(X)","(X)","(X)","(X)","(X)","715","199","12.9","10.0","4.6","4.5","12.0","10.1","5.6","4.1","13.7","8.4","24.8","14.2","5.3","4.0","9.8","9.8","2.9","2.8","8.4","11.7","50241","15447","70864","29478","(X)","(X)","(X)","(X)","38.7","(X)",
"1400000US51540000202","Census Tract 2.02; Charlottesville city; Virginia","1857","286","27.9","8.3","8.7","5.8","13.6","7.8","9.5","5.0","11.3","6.4","8.0","5.7","8.6","5.4","1.9","2.2","8.5","7.3","2.0","2.4","24688","9207","49467","13741","43.9","(X)","(X)","(X)","(X)","(X)","549","193","22.4","11.9","21.3","17.7","0.0","7.0","3.1","4.5","18.0","18.1","8.4","12.5","16.0","13.8","0.0","7.0","7.1","9.8","3.6","5.6","-","**","53348","25438","(X)","(X)","49.9","(X)","(X)","(X)","197","106","0.0","18.3","45.2","34.3","0.0","18.3","8.6","12.6","3.0","6.5","0.0","18.3","13.2","20.5","0.0","18.3","19.8","27.9","10.2","15.5","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1308","266","30.3","11.3","3.4","4.0","19.3","10.7","12.2","7.1","8.4","7.2","7.9","6.8","5.4","5.7","2.8","3.1","9.1","9.5","1.3","2.2","22241","8619","47517","17624","(X)","(X)","(X)","(X)","41.4","(X)",
"1400000US51540000302","Census Tract 3.02; Charlottesville city; Virginia","1614","258","5.5","4.6","2.1","3.2","6.3","4.3","10.3","5.4","11.6","6.6","17.1","7.1","24.0","8.1","9.7","4.6","7.0","3.8","6.4","3.6","72125","10635","84139","10529","31.3","(X)","(X)","(X)","(X)","(X)","805","204","0.0","4.8","2.6","4.0","0.0","4.8","4.5","5.1","15.8","10.6","19.9","12.0","28.8","11.7","7.0","5.9","11.3","6.9","10.2","6.7","90299","18330","102060","18202","(X)","(X)","35.4","(X)","(X)","(X)","479","166","0.0","8.0","0.0","8.0","0.0","8.0","0.0","8.0","1.9","3.2","18.8","17.1","36.1","16.2","11.7","9.6","15.4","9.5","16.1","11.1","92092","18790","N","N","(X)","(X)","(X)","(X)","(X)","(X)","809","179","11.0","8.8","4.2","6.2","12.5","8.4","13.6","8.9","7.4","6.6","14.3","9.5","19.3","12.2","12.4","7.3","2.7","3.7","2.6","3.2","60813","34729","65956","13243","(X)","(X)","(X)","(X)","27.2","(X)",
"1400000US51540000401","Census Tract 4.01; Charlottesville city; Virginia","1384","120","11.8","5.9","4.4","4.9","5.4","4.6","5.5","3.9","13.1","7.7","8.7","4.3","6.4","4.1","16.5","5.3","10.2","5.7","18.0","5.9","79545","33490","114473","19608","37.4","(X)","(X)","(X)","(X)","(X)","818","136","10.0","6.8","0.0","4.8","5.4","6.0","2.8","2.9","11.2","9.1","7.7","5.5","3.7","3.7","25.7","8.4","9.8","7.1","23.7","7.8","111513","10983","141154","23965","(X)","(X)","42.2","(X)","(X)","(X)","493","99","0.0","7.8","0.0","7.8","0.0","7.8","1.6","2.4","4.1","4.9","5.9","5.7","6.1","6.3","36.1","11.0","16.2","11.4","30.0","11.1","138281","39320","N","N","(X)","(X)","(X)","(X)","(X)","(X)","566","118","14.3","9.1","10.8","11.6","5.5","5.1","9.4","8.5","15.7","9.4","10.1","6.8","10.4","8.2","3.4","3.6","10.8","9.9","9.7","8.3","44342","16603","75905","23239","(X)","(X)","(X)","(X)","30.6","(X)",
"1400000US51540000402","Census Tract 4.02; Charlottesville city; Virginia","2190","209","5.1","4.2","9.5","6.0","10.3","5.8","5.0","4.3","9.5","5.0","11.3","5.9","5.5","3.2","23.6","8.0","7.3","3.3","12.9","6.3","66250","44820","92159","13696","31.7","(X)","(X)","(X)","(X)","(X)","962","158","0.0","4.1","2.4","4.3","0.0","4.1","5.8","5.3","9.5","7.7","7.8","6.4","8.9","5.5","36.0","14.6","13.5","7.2","16.1","9.3","104844","27695","123868","16952","(X)","(X)","32.4","(X)","(X)","(X)","684","167","0.0","5.7","0.0","5.7","0.0","5.7","0.0","5.7","8.0","7.3","6.9","7.2","10.4","7.4","36.7","13.8","15.4","9.7","22.7","11.8","130174","11714","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1228","231","9.1","7.3","15.0","10.1","18.4","9.9","4.3","6.4","9.6","6.9","14.9","10.1","3.2","3.3","12.6","8.1","2.4","2.7","10.4","8.0","39015","16741","65982","17040","(X)","(X)","(X)","(X)","31.1","(X)",
"1400000US51540000501","Census Tract 5.01; Charlottesville city; Virginia","1634","208","11.8","7.0","3.8","3.3","11.6","5.4","5.4","3.6","8.6","6.4","21.9","6.7","16.0","6.2","9.9","3.7","8.4","5.1","2.6","2.2","60857","10908","71714","9795","35.3","(X)","(X)","(X)","(X)","(X)","716","149","10.1","11.0","4.6","6.2","5.6","6.9","5.3","4.6","10.3","8.5","23.6","10.5","16.9","9.7","8.0","4.6","10.5","8.3","5.2","4.9","61023","14404","82421","17655","(X)","(X)","31.4","(X)","(X)","(X)","302","103","0.0","12.4","0.0","12.4","8.9","13.9","2.3","4.6","0.0","12.4","16.6","14.2","25.2","16.7","15.6","10.7","22.5","19.1","8.9","9.8","90455","52058","N","N","(X)","(X)","(X)","(X)","(X)","(X)","918","161","13.2","8.8","3.2","3.1","16.2","8.9","5.4","5.8","13.9","11.1","20.8","9.7","10.2","5.9","10.2","5.6","6.2","6.2","0.5","1.1","49464","10983","58670","10440","(X)","(X)","(X)","(X)","38.3","(X)",
"1400000US51540000502","Census Tract 5.02; Charlottesville city; Virginia","2230","221","3.4","2.9","6.3","4.3","2.5","2.3","1.2","1.3","11.8","6.2","21.7","7.1","11.6","4.9","18.9","7.4","7.3","4.0","15.3","5.4","84808","19096","124622","20399","35.5","(X)","(X)","(X)","(X)","(X)","1176","230","3.5","4.5","3.4","5.0","0.0","3.3","0.0","3.3","10.5","9.5","14.0","7.9","13.7","6.9","18.2","8.4","12.8","7.7","23.8","9.7","117721","33996","159078","32459","(X)","(X)","42.7","(X)","(X)","(X)","928","225","2.6","4.1","0.0","4.2","0.0","4.2","0.0","4.2","1.8","2.5","16.3","9.7","13.5","7.9","19.4","9.1","16.3","9.3","30.2","10.6","145714","33522","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1054","217","3.2","3.6","9.6","7.3","5.2","4.7","2.5","2.6","13.3","8.1","30.3","11.7","10.6","7.3","18.3","11.0","1.1","1.8","5.9","4.8","59321","7628","85693","23731","(X)","(X)","(X)","(X)","27.4","(X)",
"1400000US51540000600","Census Tract 6; Charlottesville city; Virginia","1104","171","23.9","8.0","5.1","3.9","16.2","8.6","8.6","4.4","16.8","5.6","11.4","5.9","8.5","6.0","4.1","3.4","1.1","1.8","4.3","3.5","30833","10712","52225","16586","38.3","(X)","(X)","(X)","(X)","(X)","195","76","5.1","7.5","14.4","13.9","0.0","18.4","0.0","18.4","12.3","12.5","7.2","10.6","33.8","21.1","12.3","12.6","6.2","9.9","8.7","11.0","90724","22822","97357","33689","(X)","(X)","21.5","(X)","(X)","(X)","156","70","6.4","9.4","0.0","22.4","0.0","22.4","0.0","22.4","8.3","13.0","9.0","13.1","42.3","24.1","15.4","15.4","7.7","12.2","10.9","14.3","96071","8905","N","N","(X)","(X)","(X)","(X)","(X)","(X)","909","163","27.9","9.6","4.6","4.2","19.7","10.3","10.5","5.3","16.3","6.5","12.3","7.1","3.1","4.4","2.3","3.0","0.0","4.3","3.3","3.5","24482","3377","42086","17988","(X)","(X)","(X)","(X)","41.9","(X)",
"1400000US51540000700","Census Tract 7; Charlottesville city; Virginia","1663","202","17.4","8.1","0.6","1.2","7.2","4.7","7.6","3.6","7.5","3.4","7.6","4.5","5.7","3.2","11.4","4.6","8.4","4.0","26.6","7.2","81597","30973","156652","33267","30.2","(X)","(X)","(X)","(X)","(X)","643","110","2.8","3.4","0.0","6.0","3.1","4.9","1.2","1.9","4.0","3.8","0.0","6.0","3.3","4.1","15.2","6.6","15.7","8.3","54.6","10.9","222375","54366","296034","58705","(X)","(X)","24.3","(X)","(X)","(X)","557","107","1.3","2.0","0.0","6.9","0.0","6.9","1.4","2.2","2.7","3.4","0.0","6.9","2.2","3.4","14.5","7.2","16.9","9.4","61.0","11.5","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1020","200","26.6","12.3","1.0","2.0","9.7","7.2","11.6","6.0","9.7","5.0","12.5","7.4","7.3","4.7","9.7","5.7","3.7","3.0","8.3","8.1","37679","19542","68036","24579","(X)","(X)","(X)","(X)","34.0","(X)",
"1400000US51540000800","Census Tract 8; Charlottesville city; Virginia","1503","155","9.0","4.8","2.9","2.4","7.0","4.3","4.7","4.0","6.6","3.9","10.8","5.4","5.1","3.1","23.3","7.5","8.6","4.1","22.0","6.0","108309","16134","126273","14392","32.7","(X)","(X)","(X)","(X)","(X)","953","141","4.3","3.0","1.0","2.0","0.7","1.2","6.3","5.6","4.7","4.7","6.2","4.2","5.1","4.5","29.4","11.0","12.4","6.9","29.8","8.5","125264","8362","156859","15709","(X)","(X)","27.7","(X)","(X)","(X)","802","131","1.2","2.0","1.2","2.3","0.9","1.4","2.9","3.8","5.6","5.5","5.2","4.5","5.0","5.3","31.0","11.9","11.5","6.8","35.4","10.3","128438","43005","N","N","(X)","(X)","(X)","(X)","(X)","(X)","550","111","17.1","11.2","6.2","5.4","17.8","11.0","7.6","9.1","9.8","7.0","18.9","12.6","5.1","5.0","6.9","7.0","6.7","5.2","3.8","5.5","36591","24081","59703","20457","(X)","(X)","(X)","(X)","36.7","(X)",
"1400000US51540000900","Census Tract 9; Charlottesville city; Virginia","939","100","4.9","3.9","1.8","2.1","1.8","1.9","1.9","2.3","8.5","4.7","20.9","7.8","13.0","6.5","17.6","7.6","11.6","6.3","18.0","7.4","92083","22056","137337","25801","33.8","(X)","(X)","(X)","(X)","(X)","478","68","0.0","8.0","1.3","2.1","0.0","8.0","0.0","8.0","2.5","2.9","23.4","12.1","13.4","8.5","14.6","8.7","13.8","8.1","31.0","13.5","128000","49004","185969","48658","(X)","(X)","31.6","(X)","(X)","(X)","400","65","0.0","9.5","1.5","2.5","0.0","9.5","0.0","9.5","3.0","3.4","21.0","13.4","13.0","8.5","17.5","9.8","16.5","8.6","27.5","12.1","128500","45089","N","N","(X)","(X)","(X)","(X)","(X)","(X)","461","101","10.0","7.9","2.4","3.9","3.7","3.9","3.9","4.9","14.8","8.6","18.2","9.6","12.6","9.1","20.6","11.1","9.3","8.7","4.6","5.7","64669","22285","81388","14664","(X)","(X)","(X)","(X)","33.6","(X)",
